Project Name,Principal Investigator,Scientific Program,Product Name,Status,Status Date,User Program,Proposal,JGI Project Id,Taxonomy ID,NCBI Project Id,Genbank,ENA,SRA,Sequencing Project ID,Analysis project ID,Project Manager,Portal ID,IMG Portal,Mycocosm Portal,Phytozome Portal
Eucalyptus indurata CCA0122 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455452,1711343,,,,,1456796 ,1455453 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucindsequencing_3_FD"",""Eucindsequencing_3_FD"")",,,
Eucalyptus infera CCA1595 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456242,338538,,,,,1457191 ,1456243 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucinfsequencing_FD"",""Eucinfsequencing_FD"")",,,
Eucalyptus insulana CCA1670 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456306,3932,,,,,1457223 ,1456307 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucinssequencing_2_FD"",""Eucinssequencing_2_FD"")",,,
Eucalyptus insularis CCA5718 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454976,424434,,,,,1456558 ,1454977 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucinssequencing_3_FD"",""Eucinssequencing_3_FD"")",,,
Eucalyptus intertexta CCA0652 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455874,1226038,,,,,1457007 ,1455875 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucintsequencing_5_FD"",""Eucintsequencing_5_FD"")",,,
Eucalyptus intertexta CCA0653 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455876,1226038,,,,,1457008 ,1455877 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucintsequencing_4_FD"",""Eucintsequencing_4_FD"")",,,
Eucalyptus jacksonii CCA5906 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455258,183830,,,,,1456699 ,1455259 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucjacsequencing_5_FD"",""Eucjacsequencing_5_FD"")",,,
Eucalyptus jacksonii CCA5907 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455260,183830,,,,,1456700 ,1455261 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucjacsequencing_6_FD"",""Eucjacsequencing_6_FD"")",,,
Eucalyptus jensenii CCA2984 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456456,3932,,,,,1457298 ,1456457 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucjensequencing_FD"",""Eucjensequencing_FD"")",,,
Eucalyptus jucunda CCA6044 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455320,666051,,,,,1456730 ,1455321 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucjucsequencing_2_FD"",""Eucjucsequencing_2_FD"")",,,
Eucalyptus jutsonii CCA0537 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455792,1711347,,,,,1456966 ,1455793 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucjutsequencing_2_FD"",""Eucjutsequencing_2_FD"")",,,
Eucalyptus kessellii CCA0129 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455460,1711350,,,,,1456800 ,1455461 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckessequencing_6_FD"",""Euckessequencing_6_FD"")",,,
Eucalyptus kessellii CCA0130 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455462,1711350,,,,,1456801 ,1455463 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckessequencing_5_FD"",""Euckessequencing_5_FD"")",,,
Eucalyptus kingsmillii CCA0520 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455778,1711352,,,,,1456959 ,1455779 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckinsequencing_3_FD"",""Euckinsequencing_3_FD"")",,,
Eucalyptus kingsmillii CCA5803 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455102,1711352,,,,,1456621 ,1455103 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckinsequencing_4_FD"",""Euckinsequencing_4_FD"")",,,
Eucalyptus kochii CCA0263 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455568,1711354,,,,,1456854 ,1455569 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_5_FD"",""Euckocsequencing_5_FD"")",,,
Eucalyptus kochii CCA0279 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455582,1711354,,,,,1456861 ,1455583 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_6_FD"",""Euckocsequencing_6_FD"")",,,
Eucalyptus kochii CCA0546 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455796,1711354,,,,,1456968 ,1455797 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_7_FD"",""Euckocsequencing_7_FD"")",,,
Eucalyptus kondininensis CCA0420 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455670,1711356,,,,,1456905 ,1455671 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckonsequencing_2_FD"",""Euckonsequencing_2_FD"")",,,
Eucalyptus kruseana CCA0656 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455880,1711358,,,,,1457010 ,1455881 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckrusequencing_4_FD"",""Euckrusequencing_4_FD"")",,,
Eucalyptus kruseana CCA6038 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455318,1711358,,,,,1456729 ,1455319 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckrusequencing_5_FD"",""Euckrusequencing_5_FD"")",,,
Eucalyptus kumarlensis CCA0081 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455422,1711359,,,,,1456781 ,1455423 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckumsequencing_3_FD"",""Euckumsequencing_3_FD"")",,,
Eucalyptus kumarlensis CCA2861 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456370,1711359,,,,,1457255 ,1456371 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euckumsequencing_2_FD"",""Euckumsequencing_2_FD"")",,,
Eucalyptus laevis CCA0059 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455412,3932,,,,,1456776 ,1455413 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclaesequencing_2_FD"",""Euclaesequencing_2_FD"")",,,
Eucalyptus lansdowneana CCA1425 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456112,87673,,,,,1457126 ,1456113 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclansequencing_3_FD"",""Euclansequencing_3_FD"")",,,
Eucalyptus largiflorens CCA0692 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455908,1711365,,,,,1457024 ,1455909 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_7_FD"",""Euclarsequencing_7_FD"")",,,
Eucalyptus largiflorens CCA1142 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455916,1711365,,,,,1457028 ,1455917 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_5_FD"",""Euclarsequencing_5_FD"")",,,
Eucalyptus largiflorens CCA1143 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455918,1711365,,,,,1457029 ,1455919 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_6_FD"",""Euclarsequencing_6_FD"")",,,
Eucalyptus latens CCA2969 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456444,1711366,,,,,1457292 ,1456445 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_5_FD"",""Euclatsequencing_5_FD"")",,,
Eucalyptus latens CCA5663 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454912,1711366,,,,,1456526 ,1454913 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_6_FD"",""Euclatsequencing_6_FD"")",,,
Eucalyptus latens CCA5664 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454914,1711366,,,,,1456527 ,1454915 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_7_FD"",""Euclatsequencing_7_FD"")",,,
Eucalyptus lehmannii CCA1452 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456132,376208,,,,,1457136 ,1456133 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclehsequencing_4_FD"",""Euclehsequencing_4_FD"")",,,
Eucalyptus lehmannii CCA2886 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456388,376208,,,,,1457264 ,1456389 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclehsequencing_3_FD"",""Euclehsequencing_3_FD"")",,,
Eucalyptus leptocalyx CCA0231 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455540,1711369,,,,,1456840 ,1455541 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_11_FD"",""Euclepsequencing_11_FD"")",,,
Eucalyptus leptophleba CCA2845 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456356,1050819,,,,,1457248 ,1456357 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_13_FD"",""Euclepsequencing_13_FD"")",,,
Eucalyptus leptophylla CCA0636 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455866,1711371,,,,,1457003 ,1455867 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_14_FD"",""Euclepsequencing_14_FD"")",,,
Eucalyptus leptophylla CCA5990 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455274,1711371,,,,,1456707 ,1455275 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_17_FD"",""Euclepsequencing_17_FD"")",,,
Eucalyptus leptophylla CCA5991 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455276,1711371,,,,,1456708 ,1455277 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_16_FD"",""Euclepsequencing_16_FD"")",,,
Eucalyptus leptopoda CCA0002 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455360,1711372,,,,,1456750 ,1455361 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_15_FD"",""Euclepsequencing_15_FD"")",,,
Eucalyptus leptopoda CCA0163 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455486,1711372,,,,,1456813 ,1455487 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_12_FD"",""Euclepsequencing_12_FD"")",,,
Eucalyptus leptopoda - oldfieldii intergrade CCA5639 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454884,1711372,,,,,1456512 ,1454885 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_18_FD"",""Euclepsequencing_18_FD"")",,,
Eucalyptus lesouefii CCA0562 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455810,1711374,,,,,1456975 ,1455811 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclessequencing_2_FD"",""Euclessequencing_2_FD"")",,,
Eucalyptus leucophloia CCA0560 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455808,183832,,,,,1456974 ,1455809 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_15_FD"",""Eucleusequencing_15_FD"")",,,
Eucalyptus leucophloia CCA1402 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456096,183832,,,,,1457118 ,1456097 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_16_FD"",""Eucleusequencing_16_FD"")",,,
Eucalyptus leucophylla CCA1319 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456042,2780447,,,,,1457091 ,1456043 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_17_FD"",""Eucleusequencing_17_FD"")",,,
Eucalyptus leucophylla CCA1500 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456172,2780447,,,,,1457156 ,1456173 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_20_FD"",""Eucleusequencing_20_FD"")",,,
Eucalyptus leucophylla CCA1501 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456174,2780447,,,,,1457157 ,1456175 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_21_FD"",""Eucleusequencing_21_FD"")",,,
Eucalyptus leucophylla CCA2877 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456380,2780447,,,,,1457260 ,1456381 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_14_FD"",""Eucleusequencing_14_FD"")",,,
Eucalyptus leucophylla CCA2940 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456424,2780447,,,,,1457282 ,1456425 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_13_FD"",""Eucleusequencing_13_FD"")",,,
Eucalyptus leucoxylon CCA0633 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455864,34318,,,,,1457002 ,1455865 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_19_FD"",""Eucleusequencing_19_FD"")",,,
Eucalyptus leucoxylon CCA0646 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455872,34318,,,,,1457006 ,1455873 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_18_FD"",""Eucleusequencing_18_FD"")",,,
Eucalyptus leucoxylon CCA5654 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454924,34318,,,,,1456532 ,1454925 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_22_FD"",""Eucleusequencing_22_FD"")",,,
Eucalyptus leucoxylon CCA5656 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454928,34318,,,,,1456534 ,1454929 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_23_FD"",""Eucleusequencing_23_FD"")",,,
Eucalyptus litorea CCA0291 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455592,1711379,,,,,1456866 ,1455593 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclitsequencing_2_FD"",""Euclitsequencing_2_FD"")",,,
Eucalyptus lockyeri CCA0461 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455746,183833,,,,,1456943 ,1455747 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_4_FD"",""Euclocsequencing_4_FD"")",,,
Eucalyptus lockyeri CCA0464 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455748,183833,,,,,1456944 ,1455749 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_3_FD"",""Euclocsequencing_3_FD"")",,,
Eucalyptus lockyeri CCA1643 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456288,183833,,,,,1457214 ,1456289 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_5_FD"",""Euclocsequencing_5_FD"")",,,
Eucalyptus longirostrata CCA1417 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456106,1711382,,,,,1457123 ,1456107 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclonsequencing_5_FD"",""Euclonsequencing_5_FD"")",,,
Eucalyptus longissima CCA1539 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456196,3932,,,,,1457168 ,1456197 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euclonsequencing_4_FD"",""Euclonsequencing_4_FD"")",,,
Eucalyptus loxophleba CCA0223 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455532,1056480,,,,,1456836 ,1455533 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucloxsequencing_10_FD"",""Eucloxsequencing_10_FD"")",,,
Eucalyptus loxophleba CCA0421 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455672,1056480,,,,,1456906 ,1455673 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucloxsequencing_12_FD"",""Eucloxsequencing_12_FD"")",,,
