project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label	R1_filesize	R2_filesize	is_excluded
Eucalyptus jutsonii CCA0537 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455792	1711347	1456966	1455793	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucjutsequencing_2_FD"",""Eucjutsequencing_2_FD"")	CCA0537	Eucjutsequencing_2_FD	R040/T32	Eucalyptus jutsonii subsp. jutsonii	DN 548	Lake Goongarrie, WA	40	1994	32	548		1993-10-06	Eucalyptus jutsonii subsp. jutsonii	Between Goongarrie and Menzies on Highway, Western Australia.	Mallee 5m tall. Grown dense. Bark rough grey over brown. Leaves glossy dark green. Growing on red sand dune with E. oldfieldii and E. rigidula.	-29.9072222222222	121.116666666667	Eucalyptus	Symphyomyrtus	Bisectae	Micrantherae	Bakerianae	jutsonii	jutsonii	E_jutsonii_jutsonii	608991531	643104541	TRUE
Eucalyptus kessellii CCA0129 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455460	1711350	1456800	1455461	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckessequencing_6_FD"",""Euckessequencing_6_FD"")	CCA0129	Euckessequencing_6_FD	R013/T28	Eucalyptus kessellii subsp. eugnosta	DN 164	Scaddan, WA	13	1993	28	164		1992-12-06	Eucalyptus kessellii subsp. eugnosta		Small tree to 5m tall. Bark smooth. Leaves glossy green.	-33.5183333333333	121.613611111111	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	kessellii	eugnosta	E_kessellii_eugnosta_1	3783840979	4719712568	FALSE
Eucalyptus kessellii CCA0130 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455462	1711350	1456801	1455463	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckessequencing_5_FD"",""Euckessequencing_5_FD"")	CCA0130	Euckessequencing_5_FD	R013/T29	Eucalyptus kessellii subsp. eugnosta	DN 164	Scaddan, WA	13	1993	29	164		1992-12-06	Eucalyptus kessellii subsp. eugnosta		Small tree to 5m tall. Bark smooth. Leaves glossy green.	-33.5183333333333	121.613611111111	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	kessellii	eugnosta	E_kessellii_eugnosta_2	3723064071	4663025567	FALSE
Eucalyptus kingsmillii CCA0520 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455778	1711352	1456959	1455779	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckinsequencing_3_FD"",""Euckinsequencing_3_FD"")	CCA0520	Euckinsequencing_3_FD	R040/T07	Eucalyptus kingsmillii	DN 535	Leinster, WA	40	1994	7	535		1993-10-01	Eucalyptus kingsmillii subsp. kingsmillii		Mallee 4m tall. Bark rough, ribbony, grey for about 1.5m then smooth, ribbony. Leaves dull, blue green. Flowers pale yellow. Growing on red gravelly sand with E. oldfieldii.	-27.9644444444444	120.398888888889	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	kingsmillii		E_kingsmillii_1	4730257013	6142394378	FALSE
Eucalyptus kingsmillii CCA5803 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455102	1711352	1456621	1455103	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckinsequencing_4_FD"",""Euckinsequencing_4_FD"")	CCA5803	Euckinsequencing_4_FD	R317/T11	Eucalyptus kingsmillii	DN 5779	Mt Sheila, WA	317	2011	11	5779		2010-07-28	Eucalyptus kingsmillii subsp. kingsmillii	Mount Sheila summit (997 m), Hamersley Range, Western Australia.	Mallee to 2 metres tall. Bark smooth throughout. Leaves dull, blue-green. Common on slopes and summit in low mallee with Corymbia opaca/hamersleyana, Eucalyptus aff. lucasii, E. leucophloia subsp. leucophloia, and E. gamophylla. PERTH Seed	-22.2213888888889	117.602222222222	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	kingsmillii		E_kingsmillii_2	3047708847	4175775870	FALSE
Eucalyptus NA CCA2851 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456362	3932	1457251	1456363	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_22_FD"",""EucNAsequencing_22_FD"")	CCA2851	EucNAsequencing_22_FD	R132/T33	Eucalyptus kitsoniana x E. ovata subp. grandiflora	DN 1720	Portland, Vic	132	1997	33	1720		1996-04-17	Eucalyptus kitsoniana	Stevens road, east of Portland, Vic	Erect, robust, mallee, 6 m tall. Bark smooth, tan over light brown. Leaves glossy, light green with many, mostly island oil glands. In low swampy area with E. splendens? AD Photo	-38.2386111111111	141.442222222222								E_kitsoniana_x_E_ovata_subp_grandiflora	5615814986	7236762616	FALSE
Eucalyptus kochii CCA0546 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455796	1711354	1456968	1455797	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_7_FD"",""Euckocsequencing_7_FD"")	CCA0546	Euckocsequencing_7_FD	R041/T10	Eucalyptus kochii subsp. amaryssia	DN 536	Sandstone, WA	41	1994	10	536		1993-10-01	Eucalyptus kochii subsp. amaryssia		Mallee 8m tall. Bark rough brown and dark grey. Leaves very glossy, dark green. No mature buds present. Growing on red sand with E. kingsmillii and E. lucasii.	-27.8111111111111	119.334166666667	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Oleaginae	kochii	amaryssia	E_kochii_amaryssia	2504764197	2783226633	FALSE
Eucalyptus kochii CCA0263 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455568	1711354	1456854	1455569	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_5_FD"",""Euckocsequencing_5_FD"")	CCA0263	Euckocsequencing_5_FD	R019/T26	Eucalyptus kochii subsp. borealis	DN 277	Mullewa, WA	19	1993	26	277		1992-12-12	Eucalyptus kochii subsp. borealis	East of Mullewa, Western Australia.	Mallee 5 metres tall. Pure stand on red clay loam. Bark rough, hard furrowed, brown over dark grey. Leaves glossy green. PERTH	-28.5766666666667	115.778611111111	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Oleaginae	kochii	borealis	E_kochii_borealis	2389176605	2906605915	FALSE
Eucalyptus kochii CCA0279 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455582	1711354	1456861	1455583	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckocsequencing_6_FD"",""Euckocsequencing_6_FD"")	CCA0279	Euckocsequencing_6_FD	R020/T13	Eucalyptus kochii subsp. kochii	DN 288	Pithara, WA	20	1993	13	288		1992-12-13	Eucalyptus kochii subsp. kochii	East of Dalwallinu, Western Australia.	Mallee to 6 metres tall. Dark grey, rough, slightly stringy bark to smaller branches. Glossy green leaves. Growing on brown loan with Eucalyptus erthronema var. marginata and E. subangusta.  PERTH	-30.2838888888889	116.873055555556	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Oleaginae	kochii	kochii	E_kochii_kochii	2646972904	3137284814	FALSE
Eucalyptus kondininensis CCA0420 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455670	1711356	1456905	1455671	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckonsequencing_2_FD"",""Euckonsequencing_2_FD"")	CCA0420	Euckonsequencing_2_FD	R026/T24	Eucalyptus kondininensis	DN 242	Kondinin, WA	26	1993	24	242		1992-12-11	Eucalyptus kondininensis	Kondinin, WA	Large tree to 20m tall x 60cm diameter trunk in pure stand. Bark almost black for about 5m then smooth. Leaves glossy dark green.	-32.5005555555556	118.263611111111	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		kondininensis		E_kondininensis	4906597584	6454389074	FALSE
Eucalyptus kruseana CCA0656 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455880	1711358	1457010	1455881	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckrusequencing_4_FD"",""Euckrusequencing_4_FD"")	CCA0656	Euckrusequencing_4_FD	R045/T23	Eucalyptus kruseana	DN 337	Cardunia Rocks, WA	45	1994	23	337		1992-12-15	Eucalyptus kruseana		Scraggly mallee to 4m tall. Growing on rocky granite with E. loxophleba ssp. lissophloia. Coppery, smooth bark becoming rough at base. Flowers greenish yellow. Leaves, buds, twigs & fruit glaucous	-30.9344444444444	122.550277777778	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Kruseanae		kruseana		E_kruseana_1	1916548522	2133812831	FALSE
Eucalyptus kruseana CCA6038 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455318	1711358	1456729	1455319	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckrusequencing_5_FD"",""Euckrusequencing_5_FD"")	CCA6038	Euckrusequencing_5_FD	R345/T02	Eucalyptus kruseana	DN 6993	Binyarinyinna Rock, WA	345	2017	2	6993		2015-05-01	Eucalyptus kruseana	4.5 km west of Binyarinyinna Rock, Western Australia.	Mallee to 5 metres tall. Bark rough on lower stems. All parts glaucous. Flowers yellow. Scattered plants, growing over outcropping flat granite in red gritty loam in dense Acacia shrubland with Eucalyptus loxophleba subsp. lissophloia and a few E. x brachyphylla. PERTH Seed Photos	-31.57	122.05	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Kruseanae		kruseana		E_kruseana_2	3877644583	4785777347	FALSE
Eucalyptus kumarlensis CCA0081 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455422	1711359	1456781	1455423	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckumsequencing_3_FD"",""Euckumsequencing_3_FD"")	CCA0081	Euckumsequencing_3_FD	R011/T36	Eucalyptus kumarlensis	DN 141	Beete, WA	11	1993	36	141		1992-12-06	Eucalyptus kumarlensis		Bark smooth creamy grey over orange-copper. With Eucalyptus eremophila.	-32.6425	121.505833333333	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		kumarlensis		E_kumarlensis_1	2619764284	3214392905	FALSE
Eucalyptus kumarlensis CCA2861 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456370	1711359	1457255	1456371	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euckumsequencing_2_FD"",""Euckumsequencing_2_FD"")	CCA2861	Euckumsequencing_2_FD	R133/T11	Eucalyptus kumarlensis	DN 1844	Peak Charles, WA	133	1997	11	1844		1996-10-07	Eucalyptus dissimulata (plauta)	Field road, south of Peak Charles NP, WA	Large mallees or trees to 7m tall. Bark smooth, grey and coppery over cream. Leaves dark green, glossy. Growing in sand with Eucalyptus urna  (E. valens nearby) and E. tree quadrans? PERTH photo	-33.0086111111111	121.159722222222	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		kumarlensis		E_kumarlensis_2	9243079728	12501632466	FALSE
Eucalyptus laevis CCA0059 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455412	3932	1456776	1455413	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclaesequencing_2_FD"",""Euclaesequencing_2_FD"")	CCA0059	Euclaesequencing_2_FD	R011/T11	Eucalyptus laevis	DN 120	Balladonia, WA	11	1993	11	120		1992-12-06	Eucalyptus laevis		Common growing with E. eremophila and E. terebra.	-32.2325	123.39	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		laevis		E_laevis	2969876653	3691785189	FALSE
Eucalyptus lansdowneana CCA1425 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456112	87673	1457126	1456113	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclansequencing_3_FD"",""Euclansequencing_3_FD"")	CCA1425	Euclansequencing_3_FD	R084/T03	Eucalyptus lansdowneana	DN 57	Scrubby Peak, SA	84	1998	3	57			Eucalyptus lansdowneana	Scrubby Peak, Gawler Ranges, South Australia	Scraggly whipstick mallee to 4 metres tall.  Growing in wetter areas with Dodonea spp.	-32.5833333333333	135.25	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		lansdowneana		E_lansdowneana	3000218547	3805115392	FALSE
Eucalyptus largiflorens CCA0692 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455908	1711365	1457024	1455909	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_7_FD"",""Euclarsequencing_7_FD"")	CCA0692	Euclarsequencing_7_FD	R047/T24	Eucalyptus largiflorens	-	Loxton, SA	47	1994	24									Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_1	2050844955	2306904374	FALSE
Eucalyptus largiflorens CCA1142 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455916	1711365	1457028	1455917	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_5_FD"",""Euclarsequencing_5_FD"")	CCA1142	Euclarsequencing_5_FD	R066/T32	Eucalyptus largiflorens	DN 980	Wentworth, NSW	66	1995	32	980		1994-07-30	Eucalyptus largiflorens		As DN 979, but from different ""mallee"". AD, CANB	-34.0133333333333	141.925833333333	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_2	1515491469	1659741129	FALSE
Eucalyptus largiflorens CCA1143 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455918	1711365	1457029	1455919	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclarsequencing_6_FD"",""Euclarsequencing_6_FD"")	CCA1143	Euclarsequencing_6_FD	R066/T33	Eucalyptus largiflorens	DN 980	Wentworth, NSW	66	1995	33	980		1994-07-30	Eucalyptus largiflorens		As DN 979, but from different ""mallee"". AD, CANB	-34.0133333333333	141.925833333333	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_3	977883385	1053135343	TRUE
Eucalyptus latens CCA2969 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456444	1711366	1457292	1456445	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_5_FD"",""Euclatsequencing_5_FD"")	CCA2969	Euclatsequencing_5_FD	R138/T02	Eucalyptus latens	DN 1613	Boyagin Rock, WA	138	1997	2	1613		1996-01-19	Eucalyptus latens	Boyagin Rock NR, WA	Mallee 3m tall. Bark smooth, light grey. Leaves glossy, green, dull on new growth. Growing as understorey to Eucalyptus accedens. Photos    PERTH	-32.4830555555556	116.846111111111	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_1	8427508294	11419292853	FALSE
Eucalyptus latens CCA5663 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454912	1711366	1456526	1454913	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_6_FD"",""Euclatsequencing_6_FD"")	CCA5663	Euclatsequencing_6_FD	R311/T27	Eucalyptus latens	DN 5518	Moich Creek, WA	311	2011	27	5518		2010-03-24	Eucalyptus latens	Moitch Creek, north of Borden - Bremer Bay Road, Western Australia.	Mallee to 3 metres tall. Bark smooth throughout. Leaves glossy, green. About 30 individual mallees growing on river flat in grey loam with Eucalyptus loxophleba subsp. loxophleba just above on slightly higher ground. CANB, PERTH + seed	-34.3138888888889	118.648611111111	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_2	2043726005	2386228204	FALSE
Eucalyptus latens CCA5664 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454914	1711366	1456527	1454915	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclatsequencing_7_FD"",""Euclatsequencing_7_FD"")	CCA5664	Euclatsequencing_7_FD	R311/T28	Eucalyptus latens	DN 5518	Moich Creek, WA	311	2011	28	5518		2010-03-24	Eucalyptus latens	Moitch Creek, north of Borden - Bremer Bay Road, Western Australia.	Mallee to 3 metres tall. Bark smooth throughout. Leaves glossy, green. About 30 individual mallees growing on river flat in grey loam with Eucalyptus loxophleba subsp. loxophleba just above on slightly higher ground. CANB, PERTH + seed	-34.3138888888889	118.648611111111	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_3	4792461447	5943286734	FALSE
Eucalyptus lehmannii CCA1452 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456132	376208	1457136	1456133	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclehsequencing_4_FD"",""Euclehsequencing_4_FD"")	CCA1452	Euclehsequencing_4_FD	R085/T15	Eucalyptus lehmannii subsp. lehmannii	DN 222	Cape Riche, WA	85	1996	15	222		1992-12-10	Eucalyptus lehmannii subsp. lehmannii	Mt. Melville Road, WA	Spreading mallee to 3m tall. On stony clay with E. tetragona nearby. Leaves slightly glossy dark green.	-34.5841666666667	118.719444444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Conjunctae	lehmannii	lehmannii	E_lehmannii_lehmannii	2693217591	3262774366	FALSE
Eucalyptus lehmannii CCA2886 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456388	376208	1457264	1456389	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclehsequencing_3_FD"",""Euclehsequencing_3_FD"")	CCA2886	Euclehsequencing_3_FD	R134/T19	Eucalyptus lehmannii subsp. parallela	DN 1639	Cape Le Grand, WA	134	1997	19	1639		1996-01-22	Eucalyptus lehmannii subsp. legrandica	Lucky Bay, Cape Le Grand NP, WA	Tree mallee 3m tall, crown dense. Bark smooth brown and grey. Leaves slightly glossy, green. On sand below granite slope with E. ligulata. Photo AD	-33.9941666666667	122.220833333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Conjunctae	lehmannii	parallela	E_lehmannii_parallela	7287640371	9070306414	FALSE
Eucalyptus leptocalyx CCA0231 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455540	1711369	1456840	1455541	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_11_FD"",""Euclepsequencing_11_FD"")	CCA0231	Euclepsequencing_11_FD	R017/T20	Eucalyptus leptocalyx subsp. leptocalyx	DN 153	Grass Patch, WA	17	1993	20	153		1992-12-06	Eucalyptus leptocalyx subsp. leptocalyx		Mallee, smooth bark, glossy dark green leaves. Growing with E. dolichorrhyncha.	-33.1594444444444	121.446388888889	Eucalyptus	Symphyomyrtus	Dumaria	Furfuraceae		leptocalyx	leptocalyx	E_leptocalyx_leptocalyx	6708125231	8431687978	FALSE
Eucalyptus leptophleba CCA2845 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456356	1050819	1457248	1456357	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_13_FD"",""Euclepsequencing_13_FD"")	CCA2845	Euclepsequencing_13_FD	R132/T23	Eucalyptus leptophleba	DN 1313	Laura, Qld	132	1997	23	1313		1995-04-14	Eucalyptus leptophleba	Between Laura and Lakeland Downs on Peninsula Developmental Rd, QLD	Tree 8m tall. Bark rough, finely fissured, grey. Leaves dull, slightly blue green. With E. dallachiana and E. tetradonta. Photo AD	-15.6497222222222	144.527222222222	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leptophleba		E_leptophleba	5981584189	7741585128	FALSE
Eucalyptus leptophylla CCA0636 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455866	1711371	1457003	1455867	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_14_FD"",""Euclepsequencing_14_FD"")	CCA0636	Euclepsequencing_14_FD	R044/T31	Eucalyptus leptophylla	DN 447	Little Desert, Vic	44	1994	31	447		1993-07-13	Eucalyptus leptophylla	22.8km south from Highway 8 (Kaniva to Nhill) towards Lemon Springs, Little Desert, Vic.	Mallee 3m tall. Bark smooth throughout. Occurring in small clumps with Eucalyptus arenacea and E. incrassata on sand.	-36.5833333333333	141.25	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_1	2387472150	2747382797	FALSE
Eucalyptus leptophylla CCA5990 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455274	1711371	1456707	1455275	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_17_FD"",""Euclepsequencing_17_FD"")	CCA5990	Euclepsequencing_17_FD	R343/T09	Eucalyptus leptophylla	DN 6807	Nyngan, NSW	343	2017	9	6807		2014-05-27	Eucalyptus leptophylla	C. 5 km west of Nymagee on Cobar Rd, New South Wales.	Mallee 5 metres tall. Bark smooth throughout, yellow-tan and brown. Leaves glossy, light green. On low, broad rise in mallee shrubland dominated by Eucalyptus dumosa and E. socialis susbp. socialis, and also with some E. intertexta, E. sideroxylon and E. viridis. AD, CANB Seeds + photos	-32.0675	146.262777777778	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_2	4007437442	4964828847	FALSE
Eucalyptus leptophylla CCA5991 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455276	1711371	1456708	1455277	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_16_FD"",""Euclepsequencing_16_FD"")	CCA5991	Euclepsequencing_16_FD	R343/T10	Eucalyptus leptophylla	DN 6807	Nyngan, NSW	343	2017	10	6807		2014-05-27	Eucalyptus leptophylla	C. 5 km west of Nymagee on Cobar Rd, New South Wales.	Mallee 5 metres tall. Bark smooth throughout, yellow-tan and brown. Leaves glossy, light green. On low, broad rise in mallee shrubland dominated by Eucalyptus dumosa and E. socialis susbp. socialis, and also with some E. intertexta, E. sideroxylon and E. viridis. AD, CANB Seeds + photos	-32.0675	146.262777777778	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_3	3754356933	4523099554	FALSE
Eucalyptus NA CCA0028 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455382	3932	1456761	1455383	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_49_FD"",""EucNAsequencing_49_FD"")	CCA0028	EucNAsequencing_49_FD	R010/T11	Eucalyptus leptopoda subsp. arctata	DN 291	Ballidu, WA	10	1993	11	291		1992-12-13	Eucalyptus leptopoda subsp. arctata		Mallee to 5m tall. Growing on loam with E. plenissima. Red-brown over creamy white bark coming off in long strips. Dull light green leaves	-30.5886111111111	116.756944444444								E_leptopoda_arctata_1	3926214175	4638234455	FALSE
