project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label
Eucalyptus glaucina CCA1380 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456080	183825	1457110	1456081	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucglasequencing_3_FD"",""Eucglasequencing_3_FD"")	CCA1380	Eucglasequencing_3_FD	R080/T01	Eucalyptus glaucina	CSIRO 11239	Casino, NSW	80	1999	1									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	glaucina		E_glaucina_1
Eucalyptus glaucina CCA1383 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456082	183825	1457111	1456083	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucglasequencing_4_FD"",""Eucglasequencing_4_FD"")	CCA1383	Eucglasequencing_4_FD	R080/T04	Eucalyptus glaucina	CSIRO 11239	Casino, NSW	80	1999	4									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	glaucina		E_glaucina_2
Eucalyptus glomerosa CCA0013 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455368	1711320	1456754	1455369	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucglosequencing_3_FD"",""Eucglosequencing_3_FD"")	CCA0013	Eucglosequencing_3_FD	R009/T25	Eucalyptus glomerosa	-	Warburton, WA	9	1993	25									Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	glomerosa		E_glomerosa_1
Eucalyptus glomerosa CCA1470 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456146	1711320	1457143	1456147	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucglosequencing_4_FD"",""Eucglosequencing_4_FD"")	CCA1470	Eucglosequencing_4_FD	R086/T05	Eucalyptus glomerosa	DN 1508	Vokes Hill, SA	86	1996	5	1508		1995-09-15	Eucalyptus glomerosa	Cook to Vokes Hill Junction Road, Great Victoria Desert, South Australia. (first seen coming from south)	Mallee 7m tall, robust. Bark rough for about 2m, thick, flaky, brown grey, then smooth, pinkish salmon. Leaves dull blue green. On red sand hill with Eucalyptus eucentrica. Photos AD	-28.8822222222222	130.461944444444	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	glomerosa		E_glomerosa_2
Eucalyptus gomphocephala CCA1202 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455980	452571	1457060	1455981	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgomsequencing_8_FD"",""Eucgomsequencing_8_FD"")	CCA1202	Eucgomsequencing_8_FD	R069/T12	Eucalyptus gomphocephala	DN 1148	Bunbury, WA	69	1995	12	1148		1994-11-25	Eucalyptus gomphocephala	Western Australia.	Tree 25m tall. Bark rough, finely fissured, grey brown. Leaves glossy, light green. On sand with E. marginata and E. calophylla. A Photo	-33.5044444444444	115.567777777778	Eucalyptus	Symphyomyrtus	Bolites			gomphocephala		E_gomphocephala
Eucalyptus gomphocephala x zopherophloia CCA5969 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455192	452571	1456666	1455193	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgomsequencing_7_FD"",""Eucgomsequencing_7_FD"")	CCA5969	Eucgomsequencing_7_FD	R342/T16	Eucalyptus gomphocephala x E. zopherophloia	DN 7226	Jurien Bay, WA	342	2017	16	7226		2016-09-06	Eucalyptus gomphocephala x E. zopherophloia	Jurien Bay Cemetery, Western Australia.	Large, presumably clonal clump of trees to 12 metres tall. Bark rough throughout, moderately fissured, grey-brown. Pith glands present. Leaves narrower than typical E. gomphocephala, buds atypical for E. gomphocephala, bark atypical for E. gomphocephala. Three clumps of plants, two look like hybrids and one may be typical E. gomphocephala. PERTH + seeds + photos	-30.2872222222222	115.0675								E_gomphocephala_x_E_zopherophloia_1
Eucalyptus gomphocephala x zopherophloia CCA5972 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455194	452571	1456667	1455195	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgomsequencing_6_FD"",""Eucgomsequencing_6_FD"")	CCA5972	Eucgomsequencing_6_FD	R342/T19	Eucalyptus gomphocephala x E. zopherophloia	DN 7226	Jurien Bay, WA	342	2017	19	7226		2016-09-06	Eucalyptus gomphocephala x E. zopherophloia	Jurien Bay Cemetery, Western Australia.	Large, presumably clonal clump of trees to 12 metres tall. Bark rough throughout, moderately fissured, grey-brown. Pith glands present. Leaves narrower than typical E. gomphocephala, buds atypical for E. gomphocephala, bark atypical for E. gomphocephala. Three clumps of plants, two look like hybrids and one may be typical E. gomphocephala. PERTH + seeds + photos	-30.2872222222222	115.0675								E_gomphocephala_x_E_zopherophloia_2
Eucalyptus goniantha CCA2951 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456432	1711321	1457286	1456433	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgonsequencing_5_FD"",""Eucgonsequencing_5_FD"")	CCA2951	Eucgonsequencing_5_FD	R137/T07	Eucalyptus goniantha subsp. goniantha	DN 1626	Manypeaks, WA	137	1997	7	1626		1996-01-20	Eucalyptus goniantha subsp. goniantha	West of Manypeaks town, WA	Robust mallee 4-7m tall. Bark smooth, grey. Leaves glossy, dark green. Growing with E. marginata. About 10 mallees on roadside. Photos PERTH	-34.8422222222222	118.156111111111	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	goniantha	goniantha	E_goniantha_goniantha
Eucalyptus goniocalyx CCA0620 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455856	1629601	1456998	1455857	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgonsequencing_6_FD"",""Eucgonsequencing_6_FD"")	CCA0620	Eucgonsequencing_6_FD	R044/T12	Eucalyptus goniocalyx subsp. viridissima	DN 449	Mt Arapiles, Vic	44	1994	12	449		1993-07-13	Eucalyptus goniocalyx subsp. viridissima	500m below Mount Aripiles summit car park, Vic.	Scraggy tree or mallee to 6m tall. Leaves glossy, dark green. Juveniles glossy green. Bark rough, thin, fibrous over trunk. Growing with E. leucoxylon stephaniae. Dominant eucalypt.	-36.75	141.833333333333	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	'Clivosae' ms	goniocalyx	viridissima	E_goniocalyx_viridissima
Eucalyptus goniocarpa CCA0055 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455408	1711324	1456774	1455409	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgonsequencing_7_FD"",""Eucgonsequencing_7_FD"")	CCA0055	Eucgonsequencing_7_FD	R011/T07	Eucalyptus goniocarpa	DN 186	Lake King, WA	11	1993	7	186		1992-12-08	Eucalyptus goniocarpa	WA	Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.	-33.1336111111111	119.704444444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	goniocarpa		E_goniocarpa
Eucalyptus gracilis CCA0643 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455870	1711325	1457005	1455871	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_210_FD"",""Eucgrasequencing_210_FD"")	CCA0643	Eucgrasequencing_210_FD	R045/T05	Eucalyptus gracilis	DN 444	Coonalpyn, SA	45	1994	5	444		1993-07-13	Eucalyptus gracilis	Coonalpyn (Adelaide side of township), SA.	Mallee 5m tall. Bark mostly smooth, olive green or tan over cream. Leaves glossy, green. In full flower (white) staminodes present.  Growing with E. oleosa and E. brachycalyx-rugosa intergrades. AD, CANB, NSW	-35.6833333333333	139.866666666667	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		gracilis		E_gracilis
Eucalyptus grandis CCA1656 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456296	71139	1457218	1456297	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_212_FD"",""Eucgrasequencing_212_FD"")	CCA1656	Eucgrasequencing_212_FD	R093/T37	Eucalyptus grandis	DN 1237	Johns River, NSW	93	1996	37	1237		1995-04-07	Eucalyptus grandis	south of Kew on Pacific HW, NSW	Tree 30m tall. Bark rough, tessellated, dark grey for about 1m then smooth white. Leaves discolourous, glossy, green. Growing beside creek with E. pilularis and E. microcorys. Photo AD	-31.6916666666667	152.734166666667	Eucalyptus	Symphyomyrtus	Latoangulatae	Transversae		grandis		E_grandis
Eucalyptus granitica CCA1659 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456298	1711326	1457219	1456299	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_211_FD"",""Eucgrasequencing_211_FD"")	CCA1659	Eucgrasequencing_211_FD	R094/T03	Eucalyptus granitica	DN 1305	Herberton, Qld	94	1996	3	1305		1995-04-13	Eucalyptus granitica	Between Herberton and Irvinebank, QLD	Tree 8m tall. Bark rough, deeply furrowed, dark grey. Leaves ± concolourous, glossy, green. On hillside with E. citriodora, E. cloeziana and E. shirleyi. Photo AD	-17.3872222222222	145.346111111111	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		granitica		E_granitica
Eucalyptus grasbyi CCA5835 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455118	3932	1456629	1455119	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_209_FD"",""Eucgrasequencing_209_FD"")	CCA5835	Eucgrasequencing_209_FD	R318/T21	Eucalyptus grasbyi	DN 5689	Mt Manning Range, WA	318	2011	21	5689		2010-07-21	Eucalyptus grasbyi sens. strict.	SE of Mount Manning Range, Mount Manning Nature Reserve, Western Australia.	Mallee or tree to 12 metres tall. Bark rough for 3 to 4 metres; smooth above, pink-tan. Leaves glossy and green. Branchlets waxy. Dominant here on slight rise of loam with quartz gravel, with some Eucalyptus concinna and E. yilgarnensis. AD, CANB, PERTH Seed + photos	-30.0194444444444	119.678888888889	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	grasbyi		E_grasbyi_1
Eucalyptus grasbyi CCA5836 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455080	3932	1456610	1455081	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_208_FD"",""Eucgrasequencing_208_FD"")	CCA5836	Eucgrasequencing_208_FD	R318/T22	Eucalyptus grasbyi	DN 5689	Mt Manning Range, WA	318	2011	22	5689		2010-07-21	Eucalyptus grasbyi sens. strict.	SE of Mount Manning Range, Mount Manning Nature Reserve, Western Australia.	Mallee or tree to 12 metres tall. Bark rough for 3 to 4 metres; smooth above, pink-tan. Leaves glossy and green. Branchlets waxy. Dominant here on slight rise of loam with quartz gravel, with some Eucalyptus concinna and E. yilgarnensis. AD, CANB, PERTH Seed + photos	-30.0194444444444	119.678888888889	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	grasbyi		E_grasbyi_2
Eucalyptus grasbyi CCA6000 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455282	3932	1456711	1455283	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_213_FD"",""Eucgrasequencing_213_FD"")	CCA6000	Eucgrasequencing_213_FD	R343/T19	Eucalyptus grasbyi	DN 6997	Stewart, WA	343	2017	19	6997		2015-05-02	Eucalyptus aff. oleosa	Transcontinental Railway access track, between Stewart and Mt. Burges, Western Australia.	Mallee to 6 metres tall. Bark rough for 1 to 2 metres, moderately fissured, grey (but not tightly held like Eucalyptus kochii). Leaves fine, glossy green. Common here, growing on red loam flat with E. salubris, E. yilgarnensis, E. melanoxylon and E. salmonophloia. PERTH Seed	-30.885	120.964722222222	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	grasbyi		E_grasbyi_3
Eucalyptus grasbyi CCA6001 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455284	3932	1456712	1455285	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrasequencing_214_FD"",""Eucgrasequencing_214_FD"")	CCA6001	Eucgrasequencing_214_FD	R343/T20	Eucalyptus grasbyi	DN 6997	Stewart, WA	343	2017	20	6997		2015-05-02	Eucalyptus aff. oleosa	Transcontinental Railway access track, between Stewart and Mt. Burges, Western Australia.	Mallee to 6 metres tall. Bark rough for 1 to 2 metres, moderately fissured, grey (but not tightly held like Eucalyptus kochii). Leaves fine, glossy green. Common here, growing on red loam flat with E. salubris, E. yilgarnensis, E. melanoxylon and E. salmonophloia. PERTH Seed	-30.885	120.964722222222	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	grasbyi		E_grasbyi_4
Eucalyptus griffithsii CCA0631 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455862	1711329	1457001	1455863	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrisequencing_2_FD"",""Eucgrisequencing_2_FD"")	CCA0631	Eucgrisequencing_2_FD	R044/T23	Eucalyptus griffithsii	DN 515	Coonana, WA	44	1994	23	515		1993-09-29	Eucalyptus griffithsii	North of Transline between Karonie and Coonana, WA	Mallee 7m tall. Bark rough, fibrous and grey for 0.5m then smooth grey over light green. Buds and fruit not glaucous. Twigs to 5cm diameter very glaucous. Growing on slight rise with E. hypolaena, E. trichopoda and E. loxophleba lissophloia. AD, CANB, PERTH	-30.8119444444444	122.838333333333	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		griffithsii		E_griffithsii
Eucalyptus grisea CCA1678 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456314	1711330	1457227	1456315	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrisequencing_3_FD"",""Eucgrisequencing_3_FD"")	CCA1678	Eucgrisequencing_3_FD	R094/T29	Eucalyptus grisea	DN 1271	Carnarvon Range, Qld	94	1996	29	1271		1995-04-10	Eucalyptus grisea	Carnarvon National Park, Mt. Moffat Section, Queensland	Tree 20 m tall. Bark smooth, orange and grey over cream. Leaves discolourous, slightly glossy, green above. Growing on sand with Callitris. Photo AD	-25.1275	147.855	Eucalyptus	Symphyomyrtus	Pumilio	Lepidotae-Fimbriatia		grisea		E_grisea
Eucalyptus grossa CCA5958 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455180	1711331	1456660	1455181	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrosequencing_6_FD"",""Eucgrosequencing_6_FD"")	CCA5958	Eucgrosequencing_6_FD	R342/T05	Eucalyptus grossa	DN 7224	Lake King, WA	342	2017	5	7224		2016-09-05	Eucalyptus grossa	Lake King - Newdegate Rd, Western Australia.	Mallee to 2 metres tall. Bark rough on stems. Adult leaves glossy, green. On broad high rise with Eucalyptus flocktoniae subsp. flocktoniae, E. tenera and E. ?latens. PERTH + seeds	-33.0908333333333	119.496388888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Obliquae		grossa		E_grossa_1
Eucalyptus grossa CCA5959 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455182	1711331	1456661	1455183	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgrosequencing_5_FD"",""Eucgrosequencing_5_FD"")	CCA5959	Eucgrosequencing_5_FD	R342/T06	Eucalyptus grossa	DN 7224	Lake King, WA	342	2017	6	7224		2016-09-05	Eucalyptus grossa	Lake King - Newdegate Rd, Western Australia.	Mallee to 2 metres tall. Bark rough on stems. Adult leaves glossy, green. On broad high rise with Eucalyptus flocktoniae subsp. flocktoniae, E. tenera and E. ?latens. PERTH + seeds	-33.0908333333333	119.496388888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Obliquae		grossa		E_grossa_2
Eucalyptus guilfoylei CCA5923 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455254	183827	1456697	1455255	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucguisequencing_4_FD"",""Eucguisequencing_4_FD"")	CCA5923	Eucguisequencing_4_FD	R340/T27	Eucalyptus guilfoylei	DN 4632	Mt Frankland, WA	340	2017	27	4632		2003-08-14	Eucalyptus guilfoylei	Between Walpole and Mt Frankland, N of Walpole, Western Australia.	Tree to 25 metres tall. Bark rough throughout, stringy-fibrous, grey-brown over red-brown. Leaves strongly discolorous, glossy and dark green above. Growing on moderate slope in tall forest, relatively uncommon, with Corymbia calophylla and Eucalyptus diversicolor. AD, PERTH	-34.9105555555556	116.688888888889	Eucalyptus	Cruciformes				guilfoylei		E_guilfoylei_1
Eucalyptus guilfoylei CCA5925 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455244	183827	1456692	1455245	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucguisequencing_5_FD"",""Eucguisequencing_5_FD"")	CCA5925	Eucguisequencing_5_FD	R340/T29	Eucalyptus guilfoylei	DN 4632	Mt Frankland, WA	340	2017	29	4632		2003-08-14	Eucalyptus guilfoylei	Between Walpole and Mt Frankland, N of Walpole, Western Australia.	Tree to 25 metres tall. Bark rough throughout, stringy-fibrous, grey-brown over red-brown. Leaves strongly discolorous, glossy and dark green above. Growing on moderate slope in tall forest, relatively uncommon, with Corymbia calophylla and Eucalyptus diversicolor. AD, PERTH	-34.9105555555556	116.688888888889	Eucalyptus	Cruciformes				guilfoylei		E_guilfoylei_2
Eucalyptus gypsophila CCA0533 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455788	1711332	1456964	1455789	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgypsequencing_4_FD"",""Eucgypsequencing_4_FD"")	CCA0533	Eucgypsequencing_4_FD	R040/T21	Eucalyptus gypsophila	DN 525	Lake Minigwal, WA	40	1994	21	525		1993-09-30	Eucalyptus gypsophila	24.8 km north of Mulga Rockhole, Great Victoria Desert, Western Australia.	Mallee or scraggly tree 5m tall. Bark rough, thick dark grey for about 1m then smooth grey over cream. Leaves dull, grey green. Buds, twigs and fruit glaucous. Growing as dominant tree on red sand.	-29.8683333333333	123.105	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		gypsophila		E_gypsophila_1
Eucalyptus gypsophila CCA1483 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456154	1711332	1457147	1456155	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgypsequencing_5_FD"",""Eucgypsequencing_5_FD"")	CCA1483	Eucgypsequencing_5_FD	R086/T27	Eucalyptus gypsophila	DN 1405	Yumbarra Con. Park, SA	86	1996	27	1405		1995-07-22	Eucalyptus gypsophila	Yumbarra Conservation Park on track to Mt Finke, SA	Mallee 2m tall. Bark rough, dark grey for about 1m then smooth leaves dull, blue-green with many oil glands. No parts glaucous. Orange sand dune with E. eucentrica. AD, CANB	-31.6577777777778	133.778611111111	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		gypsophila		E_gypsophila_2
Eucalyptus gypsophila CCA1492 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456164	1711332	1457152	1456165	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucgypsequencing_6_FD"",""Eucgypsequencing_6_FD"")	CCA1492	Eucgypsequencing_6_FD	R087/T03	Eucalyptus gypsophila	DN 1520	Serpentine Lakes, WA	87	1996	3	1520		1995-09-16	Eucalyptus gypsophila	West of Serpentine Lakes on Ann Beadell HW, Great Victoria Desert, Western Australia.	Mallee 5m tall. Bark rough for about 2m, thick, flaky, grey over tan brown then smooth cream. Leaves dull blue green. Common here on red sand. (All mallee except one with single trunk.) Photos after DN 1521 AD, CANB	-28.5097222222222	128.994444444444	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		gypsophila		E_gypsophila_3
Eucalyptus halophila CCA0111 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455440	1711333	1456790	1455441	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchalsequencing_4_FD"",""Euchalsequencing_4_FD"")	CCA0111	Euchalsequencing_4_FD	R012/T33	Eucalyptus halophila	DN 155	Scaddan, WA	12	1993	33	155		1992-12-06	Eucalyptus halophila		Pure stand near salt lakes. Leaves dull grey green.	-22.3383333333333	121.747222222222	Eucalyptus	Symphyomyrtus	Bisectae	Halophilae		halophila		E_halophila
Eucalyptus hebetifolia CCA0398 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455690	1711334	1456915	1455691	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchebsequencing_3_FD"",""Euchebsequencing_3_FD"")	CCA0398	Euchebsequencing_3_FD	R025/T25	Eucalyptus hebetifolia	DN 240	Harrismith, WA	25	1993	25	240		1992-12-10	Eucalyptus hebetifolia		Mallee to 6m tall. Growing with E. phaenophylla and E. loxophleba. Bark flaky rough basal. Leaves slightly glossy blue-green. Peak flowering.	-32.9744444444444	117.766388888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	hebetifolia		E_hebetifolia
Eucalyptus histophylla CCA0258 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455564	1711336	1456852	1455565	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchissequencing_4_FD"",""Euchissequencing_4_FD"")	CCA0258	Euchissequencing_4_FD	R019/T19	Eucalyptus histophylla	DN 124	Balladonia, WA	19	1993	19	124		1992-12-06	Eucalyptus histophylla	WA	Growing with E. leptophylla. Smooth light grey bark. Dull blue-green leaves.	-32.1986111111111	123.319166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	histophylla		E_histophylla_1
Eucalyptus histophylla CCA1445 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456126	1711336	1457133	1456127	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchissequencing_5_FD"",""Euchissequencing_5_FD"")	CCA1445	Euchissequencing_5_FD	R085/T04	Eucalyptus histophylla	DN 124	Balladonia, WA	85	1996	4	124		1992-12-06	Eucalyptus histophylla	WA	Growing with E. leptophylla. Smooth light grey bark. Dull blue-green leaves.	-32.1986111111111	123.319166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	histophylla		E_histophylla_2
